player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,war
8,2027,11,0,100,1,3,0,199,57,33,225,0,73,44,11,1,5,31,13,0,0,24,0,4,0,0,2,0,0.0000,0,0.0000
8,2028,11,0,100,1,1,0,417,105,67,472,1799,100,100,16,3,8,66,36,0,0,47,0,3,0,3,5,0,-0.2048,0,1.1409
8,2028,11,0,100,1,2,0,203,51,32,228,0,80,56,9,1,1,27,11,0,0,21,0,3,0,1,3,0,0.0000,0,0.0000
8,2028,11,0,100,1,3,0,214,54,35,244,0,87,44,7,2,7,39,25,0,0,26,0,0,0,2,2,0,0.0000,0,0.0000
8,2029,11,0,100,1,1,0,420,125,79,478,1852,100,100,23,4,9,76,41,1,0,52,0,7,0,1,4,1,1.6801,0,3.2713
8,2029,11,0,100,1,2,0,207,68,38,241,0,75,51,13,4,4,46,23,0,0,30,0,2,0,1,2,1,0.0000,0,0.0000
8,2029,11,0,100,1,3,0,213,57,41,237,0,74,49,10,0,5,30,18,0,0,22,0,5,0,0,2,0,0.0000,0,0.0000
8,2029,11,0,100,1,21,0,47,12,8,50,179,11,11,3,0,1,5,2,0,0,3,0,0,0,0,0,0,-0.1364,0,0.0000
9,2021,3,0,100,1,1,0,96,17,19,108,405,30,26,6,1,1,11,11,0,0,10,0,3,0,1,1,0,-0.6001,0,-0.5125
9,2021,3,0,100,1,2,0,73,14,13,84,0,27,26,6,1,1,10,10,0,0,9,0,2,0,1,1,0,0.0000,0,0.0000
9,2021,3,0,100,1,3,0,23,3,6,24,0,18,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.0000,0,0.0000
9,2023,16,0,101,6,1,0,225,49,47,256,1016,64,64,7,3,6,25,24,1,0,28,0,5,0,1,2,0,-0.4411,0,0.1238
9,2023,16,0,101,6,2,0,105,26,22,118,0,47,33,3,3,4,14,13,0,0,11,0,2,0,1,1,0,0.0000,0,0.0000
9,2023,16,0,101,6,3,0,120,23,25,138,0,54,31,4,0,2,11,11,0,0,17,0,3,0,0,1,0,0.0000,0,0.0000
9,2024,16,0,101,6,1,0,2,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0052,0,0.0370
9,2024,16,0,101,6,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
9,2024,16,0,101,6,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
13,2021,18,0,101,6,1,0,73,28,8,85,302,19,19,5,0,2,13,22,0,0,9,0,2,0,0,3,0,1.4176,0,0.7694
13,2021,18,0,101,6,3,0,73,28,8,85,0,19,19,5,0,2,13,22,0,0,9,0,2,0,0,3,0,0.0000,0,0.0000
13,2021,18,0,101,6,21,0,16,2,4,21,74,5,5,0,0,1,2,1,0,0,3,1,0,0,0,2,0,-0.2198,0,0.0000
13,2021,9,0,100,1,3,0,40,4,12,40,0,11,10,1,0,0,1,4,0,0,0,0,1,0,0,0,0,0.0000,0,0.0000
13,2021,9,0,100,1,2,0,7,0,2,8,0,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0000,0,0.0000
13,2021,9,0,100,1,1,0,47,4,14,48,169,11,10,1,0,0,1,4,0,0,1,0,2,0,0,0,0,-1.1095,0,-0.8322
13,2022,9,0,100,1,21,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,0,0.0000
13,2022,9,0,100,1,2,0,77,21,12,86,0,31,24,2,0,2,10,6,0,0,8,0,3,0,0,1,0,0.0000,0,0.0000
13,2022,9,0,100,1,1,0,179,45,38,200,794,53,50,10,2,4,29,19,0,0,17,0,5,0,1,3,0,-0.4856,0,0.2050
13,2022,9,0,100,1,3,0,102,24,26,114,0,42,26,8,2,2,19,13,0,0,9,0,2,0,1,2,0,0.0000,0,0.0000
13,2023,9,0,100,1,2,0,157,26,51,184,0,67,49,4,1,3,15,9,0,0,18,2,1,0,1,7,1,0.0000,0,0.0000
13,2023,9,0,100,1,3,0,211,42,42,224,0,81,52,10,1,4,30,26,0,0,8,0,3,0,3,2,0,0.0000,0,0.0000
13,2023,9,0,100,1,21,0,17,2,7,20,83,5,5,1,0,0,4,2,0,0,2,0,0,0,0,1,0,-0.1971,0,0.0000
13,2023,9,0,100,1,1,0,368,68,93,408,1481,101,101,14,2,7,45,35,0,0,26,2,4,0,4,9,1,-2.6271,0,-2.4102
13,2024,9,0,100,1,2,0,178,53,38,196,0,72,57,15,0,5,21,26,0,0,12,0,7,0,1,5,0,0.0000,0,0.0000
13,2024,9,0,100,1,21,0,17,3,5,19,63,5,5,0,0,2,2,3,0,0,2,0,2,0,0,0,0,-0.1516,0,0.0000
13,2024,9,0,100,1,1,0,353,93,79,398,1436,100,100,24,0,8,52,47,0,0,36,8,12,0,1,8,0,-0.0165,0,-0.0681
13,2024,9,0,100,1,3,0,175,40,41,202,0,80,43,9,0,3,31,21,0,0,24,8,5,0,0,3,0,0.0000,0,0.0000
13,2025,24,0,100,1,2,0,173,52,34,193,0,64,48,12,0,10,27,31,0,0,11,0,2,0,3,6,0,0.0000,0,0.0000
13,2025,24,0,100,1,3,0,220,54,30,243,0,78,52,11,2,5,20,29,0,0,15,0,6,0,1,7,0,0.0000,0,0.0000
13,2025,24,0,100,1,21,0,41,7,9,44,145,11,11,3,1,0,2,2,0,0,3,0,2,0,0,0,0,-0.8107,0,0.0000
13,2025,24,0,100,1,1,0,393,106,64,436,1487,100,100,23,2,15,47,60,4,2,26,0,8,0,4,13,0,0.1125,0,2.3502
13,2026,3,0,100,1,1,0,385,86,96,423,1553,100,100,21,0,14,39,46,0,0,24,0,9,0,2,12,0,-1.0628,0,0.4428
13,2026,3,0,100,1,3,0,182,41,43,200,0,76,42,7,0,6,18,19,0,0,11,0,6,0,1,6,0,0.0000,0,0.0000
13,2026,3,0,100,1,2,0,203,45,53,223,0,72,58,14,0,8,21,27,0,0,13,0,3,0,1,6,0,0.0000,0,0.0000
14,2021,1,0,100,1,1,0,354,72,94,390,1438,90,90,11,2,10,36,54,0,0,30,0,13,0,5,1,0,-1.4784,0,0.1653
14,2021,1,0,100,1,3,0,184,39,46,207,0,68,44,7,1,5,22,27,0,0,20,0,6,0,2,1,0,0.0000,0,0.0000
14,2021,1,0,100,1,2,0,170,33,48,183,0,59,46,4,1,5,14,27,0,0,10,0,7,0,3,0,0,0.0000,0,0.0000
14,2022,1,0,100,1,3,0,192,41,51,204,0,73,47,17,1,3,18,20,0,0,12,0,3,0,0,0,0,0.0000,0,0.0000
14,2022,1,0,100,1,1,0,385,81,104,410,1496,100,100,28,3,7,38,39,0,0,23,0,11,0,0,2,0,-2.2444,0,-0.3560
14,2022,1,0,100,1,2,0,193,40,53,206,0,67,53,11,2,4,20,19,0,0,11,0,8,0,0,2,0,0.0000,0,0.0000
