"team_id","league_id","game_id","date","time","innings","runs","hits","team_abbr","team_name","home/away","win","loss","division","league_abbr","ttl_wins","ttl_losses","below.500","winloss","RA","ttl_ra","ttl_runs","ttl_hits","ttl_rs_sq","ttl_ra_sq","gp","wp","pythag_win","pythag_loss","pythag_record","Primary Color","Division Standing","League Standing","season"
1,100,76,2028-06-11,1905,9,5,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",10,8,2,"10 - 8",3,95,84,144,7056,9025,18,0.438778682917729,8,10,"8 - 10","#0E1540",1,2,"2028"
1,100,80,2028-06-12,1905,9,1,6,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",11,8,3,"11 - 8",0,95,85,150,7225,9025,19,0.444615384615385,8,11,"8 - 11","#0E1540",1,2,"2028"
1,100,83,2028-06-14,1905,9,4,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",11,9,2,"11 - 9",5,100,89,156,7921,10000,20,0.44199542436248,9,11,"9 - 11","#0E1540",1,2,"2028"
1,100,87,2028-06-15,1905,9,3,7,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",11,10,1,"11 - 10",6,106,92,163,8464,11236,21,0.429644670050761,9,12,"9 - 12","#0E1540",1,2,"2028"
1,100,91,2028-06-16,1905,9,10,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",12,10,2,"12 - 10",2,108,102,175,10404,11664,22,0.471451876019576,10,12,"10 - 12","#0E1540",1,2,"2028"
1,100,95,2028-06-19,1905,9,3,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",12,11,1,"12 - 11",16,124,105,181,11025,15376,23,0.41759781826446,10,13,"10 - 13","#0E1540",1,2,"2028"
1,100,99,2028-06-20,1905,9,3,3,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",12,12,0,"12 - 12",7,131,108,184,11664,17161,24,0.404648742411101,10,14,"10 - 14","#0E1540",1,2,"2028"
1,100,103,2028-06-21,1905,9,9,15,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",13,12,1,"13 - 12",4,135,117,199,13689,18225,25,0.428934010152284,11,14,"11 - 14","#0E1540",1,2,"2028"
1,100,107,2028-06-22,1905,11,8,15,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",14,12,2,"14 - 12",7,142,125,214,15625,20164,26,0.436586660705803,11,15,"11 - 15","#0E1540",1,2,"2028"
1,100,108,2028-06-24,1905,9,3,5,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",14,13,1,"14 - 13",7,149,128,219,16384,22201,27,0.424620966696903,11,16,"11 - 16","#0E1540",1,2,"2028"
1,100,112,2028-06-25,1905,9,5,8,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",15,13,2,"15 - 13",2,151,133,227,17689,22801,28,0.436873302049889,12,16,"12 - 16","#0E1540",1,2,"2028"
1,100,116,2028-06-26,1905,9,4,9,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",16,13,3,"16 - 13",2,153,137,236,18769,23409,29,0.444995021101048,13,16,"13 - 16","#0E1540",1,2,"2028"
1,100,120,2028-06-27,1905,9,5,8,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",17,13,4,"17 - 13",1,154,142,244,20164,23716,30,0.459525979945305,14,16,"14 - 16","#0E1540",1,2,"2028"
1,100,128,2028-06-30,1905,9,5,11,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",17,14,3,"17 - 14",6,160,147,255,21609,25600,31,0.457730517486073,14,17,"14 - 17","#0E1540",1,2,"2028"
1,100,132,2028-07-01,1905,9,3,9,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",17,15,2,"17 - 15",6,166,150,264,22500,27556,32,0.44949656384849,14,18,"14 - 18","#0E1540",1,2,"2028"
1,100,134,2028-07-02,1905,9,6,9,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",18,15,3,"18 - 15",1,167,156,273,24336,27889,33,0.465983724269986,15,18,"15 - 18","#0E1540",1,2,"2028"
1,100,135,2028-07-04,1905,9,3,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",19,15,4,"19 - 15",1,168,159,280,25281,28224,34,0.472497897392767,16,18,"16 - 18","#0E1540",1,2,"2028"
1,100,139,2028-07-05,1905,9,3,8,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",19,16,3,"19 - 16",6,174,162,288,26244,30276,35,0.464331210191083,16,19,"16 - 19","#0E1540",1,2,"2028"
1,100,143,2028-07-06,1905,9,8,15,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",20,16,4,"20 - 16",4,178,170,303,28900,31684,36,0.477023636603724,17,19,"17 - 19","#0E1540",1,2,"2028"
1,100,148,2028-07-09,1905,9,1,5,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",20,17,3,"20 - 17",9,187,171,308,29241,34969,37,0.455396355707834,17,20,"17 - 20","#0E1540",1,2,"2028"
1,100,152,2028-07-10,1905,9,7,10,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",21,17,4,"21 - 17",6,193,178,318,31684,37249,38,0.459634717769428,17,21,"17 - 21","#0E1540",1,2,"2028"
1,100,156,2028-07-11,1905,9,4,10,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",22,17,5,"22 - 17",2,195,182,328,33124,38025,39,0.465558194774347,18,21,"18 - 21","#0E1540",1,2,"2028"
1,100,160,2028-07-12,1905,9,6,7,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",23,17,6,"23 - 17",5,200,188,335,35344,40000,40,0.469101720110427,19,21,"19 - 21","#0E1540",1,2,"2028"
1,100,168,2028-07-15,1905,9,15,18,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",24,17,7,"24 - 17",1,201,203,353,41209,40401,41,0.50495037372871,21,20,"21 - 20","#0E1540",1,2,"2028"
1,100,172,2028-07-16,1905,9,2,7,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",25,17,8,"25 - 17",1,202,205,360,42025,40804,42,0.507370606913038,21,21,"21 - 21","#0E1540",1,2,"2028"
1,100,174,2028-07-17,1905,9,5,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",26,17,9,"26 - 17",2,204,210,371,44100,41616,43,0.514489710205796,22,21,"22 - 21","#0E1540",1,2,"2028"
1,100,177,2028-07-19,1905,9,4,12,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",26,18,8,"26 - 18",11,215,214,383,45796,46225,44,0.497669010334598,22,22,"22 - 22","#0E1540",1,2,"2028"
1,100,181,2028-07-20,1905,9,4,12,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",26,19,7,"26 - 19",7,222,218,395,47524,49284,45,0.490909842161805,22,23,"22 - 23","#0E1540",1,2,"2028"
1,100,185,2028-07-21,1905,9,4,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",27,19,8,"27 - 19",2,224,222,403,49284,50176,46,0.495515785240298,23,23,"23 - 23","#0E1540",1,2,"2028"
1,100,190,2028-07-24,1905,11,1,7,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",27,20,7,"27 - 20",4,228,223,410,49729,51984,47,0.488914887969089,23,24,"23 - 24","#0E1540",1,2,"2028"
1,100,193,2028-07-25,1905,9,5,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",28,20,8,"28 - 20",3,231,228,417,51984,53361,48,0.493464331482273,24,24,"24 - 24","#0E1540",1,2,"2028"
1,100,197,2028-07-26,1905,9,4,6,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",28,21,7,"28 - 21",6,237,232,423,53824,56169,49,0.489340230741956,24,25,"24 - 25","#0E1540",1,2,"2028"
1,100,205,2028-08-11,1905,9,7,10,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",28,22,6,"28 - 22",10,247,239,433,57121,61009,50,0.483543553712012,24,26,"24 - 26","#0E1540",1,2,"2028"
1,100,209,2028-08-12,1905,9,6,9,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",28,23,5,"28 - 23",10,257,245,442,60025,66049,51,0.476109269159383,24,27,"24 - 27","#0E1540",1,2,"2028"
1,100,213,2028-08-13,1905,9,3,6,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",28,24,4,"28 - 24",7,264,248,448,61504,69696,52,0.468780487804878,24,28,"24 - 28","#0E1540",1,2,"2028"
1,100,216,2028-08-14,1905,9,3,5,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",29,24,5,"29 - 24",2,266,251,453,63001,70756,53,0.471010862982872,25,28,"25 - 28","#0E1540",1,2,"2028"
1,100,217,2028-08-16,1905,9,7,14,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",29,25,4,"29 - 25",8,274,258,467,66564,75076,54,0.469951990963005,25,29,"25 - 29","#0E1540",1,2,"2028"
1,100,220,2028-08-17,1905,9,22,19,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",30,25,5,"30 - 25",7,281,280,486,78400,78961,55,0.498217474469532,27,28,"27 - 28","#0E1540",1,2,"2028"
1,100,224,2028-08-18,1905,9,13,16,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",31,25,6,"31 - 25",3,284,293,502,85849,80656,56,0.515594126302513,29,27,"29 - 27","#0E1540",1,2,"2028"
1,100,228,2028-08-19,1905,9,8,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",32,25,7,"32 - 25",4,288,301,513,90601,82944,57,0.5220605606615,30,27,"30 - 27","#0E1540",1,2,"2028"
1,100,231,2028-08-21,1905,9,7,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",33,25,8,"33 - 25",4,292,308,521,94864,85264,58,0.526647717178895,31,27,"31 - 27","#0E1540",1,2,"2028"
1,100,235,2028-08-22,1905,9,3,5,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",34,25,9,"34 - 25",1,293,311,526,96721,85849,59,0.529774880867612,31,28,"31 - 28","#0E1540",1,2,"2028"
1,100,239,2028-08-23,1905,9,6,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",35,25,10,"35 - 25",5,298,317,537,100489,88804,60,0.530864849730312,32,28,"32 - 28","#0E1540",1,2,"2028"
1,100,247,2028-08-26,1905,9,5,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",36,25,11,"36 - 25",4,302,322,548,103684,91204,61,0.53201839004967,32,29,"32 - 29","#0E1540",1,2,"2028"
1,100,251,2028-08-27,1905,9,14,12,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",37,25,12,"37 - 25",4,306,336,560,112896,93636,62,0.546627157050723,34,28,"34 - 28","#0E1540",1,2,"2028"
1,100,255,2028-08-28,1905,9,5,9,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",38,25,13,"38 - 25",2,308,341,569,116281,94864,63,0.550716332378223,35,28,"35 - 28","#0E1540",1,2,"2028"
1,100,259,2028-08-31,1905,9,12,14,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",39,25,14,"39 - 25",1,309,353,583,124609,95481,64,0.566172929256213,36,28,"36 - 28","#0E1540",1,2,"2028"
1,100,263,2028-09-01,1905,9,5,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",40,25,15,"40 - 25",3,312,358,594,128164,97344,65,0.568334604537311,37,28,"37 - 28","#0E1540",1,2,"2028"
1,100,267,2028-09-02,1905,9,7,11,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",41,25,16,"41 - 25",1,313,365,605,133225,97969,66,0.576247653485817,38,28,"38 - 28","#0E1540",1,2,"2028"
1,100,269,2028-09-05,1905,9,6,11,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",41,26,15,"41 - 26",8,321,371,616,137641,103041,67,0.571879076956316,38,29,"38 - 29","#0E1540",1,2,"2028"
1,100,273,2028-09-06,1905,9,5,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",42,26,16,"42 - 26",2,323,376,624,141376,104329,68,0.575389186219247,39,29,"39 - 29","#0E1540",1,2,"2028"
1,100,277,2028-09-07,1905,9,7,11,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",42,27,15,"42 - 27",8,331,383,635,146689,109561,69,0.572444878048781,39,30,"39 - 30","#0E1540",1,2,"2028"
1,100,281,2028-09-08,1905,9,6,12,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",43,27,16,"43 - 27",5,336,389,647,151321,112896,70,0.572714851807416,40,30,"40 - 30","#0E1540",1,2,"2028"
1,100,282,2028-09-10,1905,9,1,6,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",43,28,15,"43 - 28",7,343,390,653,152100,117649,71,0.563857511983362,40,31,"40 - 31","#0E1540",1,2,"2028"
1,100,286,2028-09-11,1905,9,6,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",44,28,16,"44 - 28",1,344,396,664,156816,118336,72,0.569924986916323,41,31,"41 - 31","#0E1540",1,2,"2028"
1,100,290,2028-09-12,1905,9,5,9,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",45,28,17,"45 - 28",3,347,401,673,160801,120409,73,0.571818214146012,42,31,"42 - 31","#0E1540",1,2,"2028"
1,100,294,2028-09-13,1905,9,6,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",46,28,18,"46 - 28",5,352,407,680,165649,123904,74,0.572085248641872,42,32,"42 - 32","#0E1540",1,2,"2028"
1,100,299,2028-09-15,1905,9,6,11,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",46,29,17,"46 - 29",13,365,413,691,170569,133225,75,0.561462701699178,42,33,"42 - 33","#0E1540",1,2,"2028"
1,100,629,2028-09-16,1905,9,4,8,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",46,30,16,"46 - 30",7,372,417,699,173889,138384,76,0.556849295328126,42,34,"42 - 34","#0E1540",1,2,"2028"
1,100,633,2028-09-17,1905,9,7,9,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",46,31,15,"46 - 31",10,382,424,708,179776,145924,77,0.551968068774946,43,34,"43 - 34","#0E1540",1,2,"2028"
1,100,636,2028-09-20,1905,9,1,5,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",47,31,16,"47 - 31",0,382,425,713,180625,145924,78,0.553132914202769,43,35,"43 - 35","#0E1540",1,2,"2028"
1,100,640,2028-09-21,1905,9,7,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",48,31,17,"48 - 31",3,385,432,725,186624,148225,79,0.55733778509119,44,35,"44 - 35","#0E1540",1,2,"2028"
1,100,644,2028-09-22,1905,9,7,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",49,31,18,"49 - 31",1,386,439,738,192721,148996,80,0.563978379770395,45,35,"45 - 35","#0E1540",1,2,"2028"
1,100,646,2028-09-23,1905,9,9,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",50,31,19,"50 - 31",2,388,448,750,200704,150544,81,0.571402541793832,46,35,"46 - 35","#0E1540",1,2,"2028"
1,100,649,2028-09-25,1905,9,8,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",51,31,20,"51 - 31",3,391,456,762,207936,152881,82,0.576292137011283,47,35,"47 - 35","#0E1540",1,2,"2028"
1,100,653,2028-09-26,1905,9,8,13,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",52,31,21,"52 - 31",7,398,464,775,215296,158404,83,0.576119882258496,48,35,"48 - 35","#0E1540",1,2,"2028"
1,100,657,2028-09-27,1905,9,6,9,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",53,31,22,"53 - 31",2,400,470,784,220900,160000,84,0.579942242058283,49,35,"49 - 35","#0E1540",1,2,"2028"
1,100,661,2028-09-30,1905,9,10,14,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",54,31,23,"54 - 31",8,408,480,798,230400,166464,85,0.58055152394775,49,36,"49 - 36","#0E1540",1,2,"2028"
1,100,665,2028-10-01,1905,9,3,4,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",55,31,24,"55 - 31",1,409,483,802,233289,167281,86,0.582392590558454,50,36,"50 - 36","#0E1540",1,2,"2028"
1,100,669,2028-10-02,1905,10,8,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",56,31,25,"56 - 31",7,416,491,814,241081,173056,87,0.582128619273332,51,36,"51 - 36","#0E1540",1,2,"2028"
1,100,673,2028-10-05,1905,9,3,7,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",56,32,24,"56 - 32",6,422,494,821,244036,178084,88,0.578119965886478,51,37,"51 - 37","#0E1540",1,2,"2028"
1,100,677,2028-10-06,1905,10,6,12,"NYV","New York Voyagers","away",1,0,"Eastern Division","PBE",57,32,25,"57 - 32",2,424,500,833,250000,179776,89,0.58169837310599,52,37,"52 - 37","#0E1540",1,2,"2028"
1,100,681,2028-10-07,1905,9,1,5,"NYV","New York Voyagers","away",0,1,"Eastern Division","PBE",57,33,24,"57 - 33",7,431,501,838,251001,185761,90,0.574685984586571,52,38,"52 - 38","#0E1540",1,2,"2028"
1,100,686,2028-10-10,1905,9,4,5,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",57,34,23,"57 - 34",6,437,505,843,255025,190969,91,0.571812625281954,52,39,"52 - 39","#0E1540",1,2,"2028"
1,100,690,2028-10-11,1905,9,7,10,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",58,34,24,"58 - 34",1,438,512,853,262144,191844,92,0.577424953963541,53,39,"53 - 39","#0E1540",1,2,"2028"
1,100,694,2028-10-12,1905,9,8,11,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",59,34,25,"59 - 34",1,439,520,864,270400,192721,93,0.583864691948756,54,39,"54 - 39","#0E1540",1,2,"2028"
1,100,699,2028-10-15,1905,9,4,8,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",59,35,24,"59 - 35",6,445,524,872,274576,198025,94,0.580989037263992,55,39,"55 - 39","#0E1540",1,2,"2028"
1,100,703,2028-10-16,1905,9,5,13,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",60,35,25,"60 - 35",2,447,529,885,279841,199809,95,0.58342749921818,55,40,"55 - 40","#0E1540",1,2,"2028"
1,100,707,2028-10-17,1905,9,3,9,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",61,35,26,"61 - 35",2,449,532,894,283024,201601,96,0.584006190353366,56,40,"56 - 40","#0E1540",1,2,"2028"
1,100,711,2028-10-20,1905,11,6,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",62,35,27,"62 - 35",5,454,538,902,289444,206116,97,0.584074582290742,57,40,"57 - 40","#0E1540",1,2,"2028"
1,100,715,2028-10-21,1905,9,2,5,"NYV","New York Voyagers","home",0,1,"Eastern Division","PBE",62,36,26,"62 - 36",5,459,540,907,291600,210681,98,0.58055152394775,57,41,"57 - 41","#0E1540",1,2,"2028"
1,100,719,2028-10-22,1905,9,4,8,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",63,36,27,"63 - 36",1,460,544,915,295936,211600,99,0.583083761545979,58,41,"58 - 41","#0E1540",1,2,"2028"
1,100,723,2028-10-23,1905,9,4,7,"NYV","New York Voyagers","home",1,0,"Eastern Division","PBE",64,36,28,"64 - 36",3,463,548,922,300304,214369,100,0.583485047787624,58,42,"58 - 42","#0E1540",1,2,"2028"
2,100,2,2028-05-15,1905,9,0,2,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",0,1,-1,"0 - 1",10,10,0,2,0,100,1,0,0,1,"0 - 1","#FF6700",3,5,"2028"
2,100,6,2028-05-16,1905,9,2,3,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",1,1,0,"1 - 1",1,11,2,5,4,121,2,0.032,0,2,"0 - 2","#FF6700",3,5,"2028"
2,100,10,2028-05-17,1905,9,10,16,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",2,1,1,"2 - 1",3,14,12,21,144,196,3,0.423529411764706,1,2,"1 - 2","#FF6700",3,5,"2028"
2,100,13,2028-05-18,1905,9,4,13,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",3,1,2,"3 - 1",3,17,16,34,256,289,4,0.469724770642202,2,2,"2 - 2","#FF6700",3,5,"2028"
2,100,15,2028-05-20,1905,9,2,8,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",3,2,1,"3 - 2",4,21,18,42,324,441,5,0.423529411764706,2,3,"2 - 3","#FF6700",3,5,"2028"
2,100,19,2028-05-21,1905,9,3,8,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",4,2,2,"4 - 2",1,22,21,50,441,484,6,0.476756756756757,3,3,"3 - 3","#FF6700",3,5,"2028"
2,100,23,2028-05-22,1905,9,0,6,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",4,3,1,"4 - 3",6,28,21,56,441,784,7,0.36,3,4,"3 - 4","#FF6700",3,5,"2028"
2,100,27,2028-05-23,1905,9,3,7,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",4,4,0,"4 - 4",7,35,24,63,576,1225,8,0.319822320932815,3,5,"3 - 5","#FF6700",3,5,"2028"
2,100,30,2028-05-25,1905,9,10,15,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",5,4,1,"5 - 4",2,37,34,78,1156,1369,9,0.457821782178218,4,5,"4 - 5","#FF6700",3,5,"2028"
2,100,33,2028-05-26,1905,13,4,9,"OBX","Outer Banks Aviators","home",1,0,"Eastern Division","PBE",6,4,2,"6 - 4",3,40,38,87,1444,1600,10,0.474375821287779,5,5,"5 - 5","#FF6700",3,5,"2028"
2,100,37,2028-05-27,1905,9,5,10,"OBX","Outer Banks Aviators","home",0,1,"Eastern Division","PBE",6,5,1,"6 - 5",9,49,43,97,1849,2401,11,0.435058823529412,5,6,"5 - 6","#FF6700",3,5,"2028"
2,100,44,2028-05-30,1905,9,3,13,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",6,6,0,"6 - 6",4,53,46,110,2116,2809,12,0.429644670050761,5,7,"5 - 7","#FF6700",3,5,"2028"
2,100,48,2028-05-31,1905,9,3,5,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",6,7,-1,"6 - 7",6,59,49,115,2401,3481,13,0.4081944916695,5,8,"5 - 8","#FF6700",3,5,"2028"
2,100,52,2028-06-01,1905,9,7,11,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",7,7,0,"7 - 7",4,63,56,126,3136,3969,14,0.441379310344828,6,8,"6 - 8","#FF6700",3,5,"2028"
2,100,56,2028-06-04,1905,11,5,10,"OBX","Outer Banks Aviators","away",1,0,"Eastern Division","PBE",8,7,1,"8 - 7",4,67,61,136,3721,4489,15,0.453227771010962,7,8,"7 - 8","#FF6700",3,5,"2028"
2,100,60,2028-06-05,1905,9,5,11,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",8,8,0,"8 - 8",7,74,66,147,4356,5476,16,0.443043124491456,7,9,"7 - 9","#FF6700",3,5,"2028"
2,100,64,2028-06-06,1905,9,3,4,"OBX","Outer Banks Aviators","away",0,1,"Eastern Division","PBE",8,9,-1,"8 - 9",6,80,69,151,4761,6400,17,0.4265746796882,7,10,"7 - 10","#FF6700",3,5,"2028"
