"league_id","player_id","ab","h","SO","pa","pitches_seen","g","Dbl","Trp","hr","r","rbi","sb","bb","ibb","sf","hp","ip","p_ab","p_tb","ha","k","walks","p_r","er","w","l","s","p_sf","hra","qs","cg","sho","hld","zr","war","avg","obp","sin","rc","tb","slg","ops","iso","b_babip","bat_k_pcnt","bat_bb_pcnt","bat_k_bb_pcnt","era","whip","p_babip","fip","HR_per_9","R_per_9","H_per_9","K_per_9","BB_per_9","pit_k_pcnt","pit_bb_pcnt","pit_k_bb_pcnt","full_name","position_name","league_abbr","winloss","name_pos","url","pitch_hit"
100,238,1005,227,244,1092,4000,273,38,2,28,106,120,0,62,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.7365,-3.8,0.226,0.279,159,99,353,0.351,0.63,0.125,0.268,0.22,0.06,0.16,0,0,0,0,0,0,0,0,0,0,0,0,"Shahid Afridi","1B","PBE","0 - 0","Shahid Afridi - 1B","http://www.pbesim.com/players/player_238.html","Hitter"
100,273,3753,1027,797,4104,15723,934,181,19,128,525,513,16,321,12,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1051,25.27,0.274,0.333,699,545,1630,0.434,0.767,0.16,0.316,0.19,0.08,0.11,0,0,0,0,0,0,0,0,0,0,0,0,"Toshihiro Ishikawa","C","PBE","0 - 0","Toshihiro Ishikawa - C","http://www.pbesim.com/players/player_273.html","Hitter"
100,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,133,0,31,30,10,13,13,2,2,6,1,1,0,0,0,6,0.1698,0.98,0,0,0,0,0,0,0,0,0,0,0,0,3.25,1.139,0.291,2.63,0.25,3.25,7.75,7.5,2.5,0.23,0.08,0.15,"Gray Goose McGillicuddy","P","PBE","2 - 2","Gray Goose McGillicuddy - P","http://www.pbesim.com/players/player_67.html","Pitcher"
100,275,3855,1069,802,4095,14245,974,191,19,142,459,539,1,204,8,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8628,19.3,0.277,0.315,717,547,1724,0.447,0.762,0.17,0.316,0.2,0.05,0.15,0,0,0,0,0,0,0,0,0,0,0,0,"Laddy McBantershire","C","PBE","0 - 0","Laddy McBantershire - C","http://www.pbesim.com/players/player_275.html","Hitter"
100,241,123,28,20,132,427,36,2,0,1,12,15,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1108,-0.1,0.228,0.28,25,9,33,0.268,0.548,0.04,0.265,0.15,0.04,0.11,0,0,0,0,0,0,0,0,0,0,0,0,"Clint Eastwood","2B","PBE","0 - 0","Clint Eastwood - 2B","http://www.pbesim.com/players/player_241.html","Hitter"
100,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,2203,0,507,677,218,225,210,38,40,82,19,68,0,0,0,56,-0.1544,6.41,0,0,0,0,0,0,0,0,0,0,0,0,3.203,1.229,0.297,3.41,1.04,3.43,7.73,10.33,3.33,0.31,0.1,0.21,"Chuck Gamble","P","PBE","38 - 40","Chuck Gamble - P","http://www.pbesim.com/players/player_165.html","Pitcher"
100,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,1346,0,376,238,145,221,208,13,30,4,7,59,21,5,1,0,-1.9753,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,5.538,1.541,0.3,5.25,1.57,5.88,10.01,6.34,3.86,0.18,0.11,0.07,"Jax Hunter","P","PBE","13 - 30","Jax Hunter - P","http://www.pbesim.com/players/player_70.html","Pitcher"
100,167,621,144,137,677,2582,206,27,1,9,59,58,0,47,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4678,-1.27,0.232,0.291,107,58,200,0.322,0.613,0.09,0.282,0.2,0.07,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Mew Ford","SS","PBE","0 - 0","Mew Ford - SS","http://www.pbesim.com/players/player_167.html","Hitter"
100,341,26,4,11,28,111,17,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3123,-0.22,0.154,0.214,2,1,6,0.231,0.445,0.077,0.267,0.39,0.07,0.32,0,0,0,0,0,0,0,0,0,0,0,0,"Johny Matthews","2B","PBE","0 - 0","Johny Matthews - 2B","http://www.pbesim.com/players/player_341.html","Hitter"
100,169,349,92,66,379,1363,92,21,1,8,42,37,0,19,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,0.264,0.318,62,44,139,0.398,0.716,0.134,0.303,0.17,0.05,0.12,0,0,0,0,0,0,0,0,0,0,0,0,"Vincent Gramatica","3B","PBE","0 - 0","Vincent Gramatica - 3B","http://www.pbesim.com/players/player_169.html","Hitter"
100,247,2367,552,519,2571,9609,647,129,9,36,237,220,2,166,4,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6707,0.38,0.233,0.29,378,236,807,0.341,0.631,0.108,0.283,0.2,0.06,0.14,0,0,0,0,0,0,0,0,0,0,0,0,"Austin Dye","2B","PBE","0 - 0","Austin Dye - 2B","http://www.pbesim.com/players/player_247.html","Hitter"
100,73,385,94,100,417,1437,108,7,3,14,56,51,1,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6993,-0.25,0.244,0.295,70,44,149,0.387,0.682,0.143,0.292,0.24,0.06,0.18,0,0,0,0,0,0,0,0,0,0,0,0,"Dongus Dio","1B","PBE","0 - 0","Dongus Dio - 1B","http://www.pbesim.com/players/player_73.html","Hitter"
100,248,22,6,7,22,81,23,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235,0.01,0.273,0.273,5,2,9,0.409,0.682,0.136,0.357,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,"Clark Canuck","1B","PBE","0 - 0","Clark Canuck - 1B","http://www.pbesim.com/players/player_248.html","Hitter"
100,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,797,0,226,199,68,100,94,8,22,65,2,25,0,0,0,2,1.5918,1.29,0,0,0,0,0,0,0,0,0,0,0,0,4.316,1.5,0.35,3.77,1.15,4.59,10.38,9.14,3.12,0.25,0.09,0.16,"Chris Orosz","P","PBE","8 - 22","Chris Orosz - P","http://www.pbesim.com/players/player_172.html","Pitcher"
100,344,656,154,139,705,2459,176,21,5,20,74,89,12,38,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4625,1.42,0.235,0.284,108,70,245,0.373,0.657,0.138,0.268,0.2,0.05,0.15,0,0,0,0,0,0,0,0,0,0,0,0,"Alexander Blitz","2B","PBE","0 - 0","Alexander Blitz - 2B","http://www.pbesim.com/players/player_344.html","Hitter"
100,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,4394,0,967,1427,327,416,381,76,52,122,22,97,44,5,3,46,-1.3066,31.94,0,0,0,0,0,0,0,0,0,0,0,0,2.899,1.094,0.301,2.58,0.74,3.16,7.36,10.86,2.49,0.32,0.07,0.25,"Penny Kowers","P","PBE","76 - 52","Penny Kowers - P","http://www.pbesim.com/players/player_174.html","Pitcher"
100,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649,6267,0,1468,1362,368,652,616,99,72,0,33,143,158,53,17,0,-3.8538,34.43,0,0,0,0,0,0,0,0,0,0,0,0,3.362,1.113,0.276,3.24,0.78,3.56,8.01,7.43,2.01,0.22,0.06,0.16,"Phillip Thompson","P","PBE","99 - 72","Phillip Thompson - P","http://www.pbesim.com/players/player_77.html","Pitcher"
100,176,1058,300,232,1174,4527,268,38,4,49,171,154,0,100,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.8729,5.46,0.284,0.349,209,173,493,0.466,0.815,0.182,0.32,0.2,0.09,0.11,0,0,0,0,0,0,0,0,0,0,0,0,"Felipe Rios","RF","PBE","0 - 0","Felipe Rios - RF","http://www.pbesim.com/players/player_176.html","Hitter"
100,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,456,0,112,107,46,51,49,6,9,14,3,18,0,0,0,12,-0.0882,-0.48,0,0,0,0,0,0,0,0,0,0,0,0,3.737,1.339,0.281,4.44,1.37,3.89,8.54,8.16,3.51,0.23,0.1,0.13,"Mariano Riviera","P","PBE","6 - 9","Mariano Riviera - P","http://www.pbesim.com/players/player_79.html","Pitcher"
100,49,402,85,100,439,1648,115,8,1,3,41,28,1,29,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1054,-0.26,0.211,0.275,73,29,104,0.259,0.534,0.048,0.272,0.23,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Cheung","2B","PBE","0 - 0","Sam Cheung - 2B","http://www.pbesim.com/players/player_49.html","Hitter"
100,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,1862,0,545,311,186,242,226,24,23,13,16,54,14,0,0,12,-0.7041,0.26,0,0,0,0,0,0,0,0,0,0,0,0,4.384,1.575,0.325,4.47,1.05,4.69,10.57,6.03,3.61,0.17,0.1,0.07,"Bobby Outman","P","PBE","24 - 23","Bobby Outman - P","http://www.pbesim.com/players/player_80.html","Pitcher"
100,81,3600,999,702,3973,14783,893,190,29,131,543,433,54,314,8,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3195,30.95,0.278,0.343,649,564,1640,0.456,0.799,0.178,0.313,0.18,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,"Eduardo Dinero","SS","PBE","0 - 0","Eduardo Dinero - SS","http://www.pbesim.com/players/player_81.html","Hitter"
100,82,783,191,194,842,3096,201,30,1,23,89,83,0,48,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.618,2.75,0.244,0.293,137,86,292,0.373,0.666,0.129,0.295,0.23,0.06,0.17,0,0,0,0,0,0,0,0,0,0,0,0,"Pretzels McCringleberry III","3B","PBE","0 - 0","Pretzels McCringleberry III - 3B","http://www.pbesim.com/players/player_82.html","Hitter"
100,184,6,1,4,6,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0982,-0.06,0.167,0.167,1,0,1,0.167,0.334,0,0.5,0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,"Harley Weewax","3B","PBE","0 - 0","Harley Weewax - 3B","http://www.pbesim.com/players/player_184.html","Hitter"
100,84,7,1,1,8,28,8,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09,0.143,0.333,0,1,2,0.286,0.619,0.143,0.167,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mam Siller","1B","PBE","0 - 0","Mam Siller - 1B","http://www.pbesim.com/players/player_84.html","Hitter"
100,186,1939,550,334,2163,8342,500,85,14,30,244,196,6,191,4,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2415,10.87,0.284,0.355,421,268,753,0.388,0.743,0.104,0.328,0.15,0.09,0.06,0,0,0,0,0,0,0,0,0,0,0,0,"Colton Hunter","3B","PBE","0 - 0","Colton Hunter - 3B","http://www.pbesim.com/players/player_186.html","Hitter"
100,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,162,0,43,46,21,23,22,1,0,0,0,10,0,0,0,0,0.0952,-0.59,0,0,0,0,0,0,0,0,0,0,0,0,4.829,1.561,0.311,5.56,2.2,5.05,9.44,10.1,4.61,0.28,0.13,0.15,"Harvey Bones","P","PBE","1 - 0","Harvey Bones - P","http://www.pbesim.com/players/player_86.html","Pitcher"
100,189,1320,297,315,1402,4766,390,47,6,15,134,107,38,61,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.7478,-4.03,0.225,0.264,229,106,401,0.304,0.568,0.079,0.283,0.22,0.04,0.18,0,0,0,0,0,0,0,0,0,0,0,0,"Lance Travis","2B","PBE","0 - 0","Lance Travis - 2B","http://www.pbesim.com/players/player_189.html","Hitter"
100,190,1836,441,423,1985,7135,499,69,3,27,191,170,0,108,2,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6542,-4.81,0.24,0.286,342,171,597,0.325,0.611,0.085,0.296,0.21,0.05,0.16,0,0,0,0,0,0,0,0,0,0,0,0,"Jack Westin","3B","PBE","0 - 0","Jack Westin - 3B","http://www.pbesim.com/players/player_190.html","Hitter"
100,354,271,56,95,285,1002,76,7,1,8,27,31,0,12,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0039,-1.45,0.207,0.242,40,22,89,0.328,0.57,0.121,0.284,0.33,0.04,0.29,0,Inf,0,Inf,0,0,0,0,Inf,0,0.5,-0.5,"Joshua Linton","2B","PBE","0 - 0","Joshua Linton - 2B","http://www.pbesim.com/players/player_354.html","Hitter"
100,191,1759,437,340,1896,6569,502,89,11,25,196,149,0,94,2,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.1253,2.92,0.248,0.296,312,186,623,0.354,0.65,0.106,0.293,0.18,0.05,0.13,0,0,0,0,0,0,0,0,0,0,0,0,"Michael Martin","C","PBE","0 - 0","Michael Martin - C","http://www.pbesim.com/players/player_191.html","Hitter"
100,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,946,0,248,232,163,147,140,12,25,8,13,35,0,0,0,31,0.00930000000000004,-2.22,0,0,0,0,0,0,0,0,0,0,0,0,5.164,1.684,0.308,5.07,1.29,5.42,9.15,8.56,6.01,0.25,0.17,0.08,"Asipi Cantor","P","PBE","12 - 25","Asipi Cantor - P","http://www.pbesim.com/players/player_90.html","Pitcher"
100,193,192,65,22,217,782,58,9,0,4,31,30,0,17,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5624,1.07,0.339,0.404,52,35,86,0.448,0.852,0.109,0.361,0.1,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0,"Joseph Askins","2B","PBE","0 - 0","Joseph Askins - 2B","http://www.pbesim.com/players/player_193.html","Hitter"
100,265,2,0,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sami Steen","CF","PBE","0 - 0","Sami Steen - CF","http://www.pbesim.com/players/player_265.html","Hitter"
100,92,1308,306,310,1437,5192,378,59,15,15,172,116,112,81,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0381,-3.69,0.234,0.285,217,126,440,0.336,0.621,0.102,0.294,0.22,0.06,0.16,0,0,0,0,0,0,0,0,0,0,0,0,"Zack Malatesta","RF","PBE","0 - 0","Zack Malatesta - RF","http://www.pbesim.com/players/player_92.html","Hitter"
100,158,1138,279,289,1267,4708,314,67,5,45,151,170,0,88,5,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.465,1.59,0.245,0.314,162,156,491,0.431,0.745,0.186,0.286,0.23,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0,0,"Catolo Kittone","C","PBE","0 - 0","Catolo Kittone - C","http://www.pbesim.com/players/player_158.html","Hitter"
100,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Sinister","SS","PBE","0 - 0","Sam Sinister - SS","http://www.pbesim.com/players/player_93.html","Hitter"
100,94,2173,530,520,2338,8414,608,114,9,50,212,225,5,141,10,11,13,3,13,0,4,0,7,8,8,0,1,0,1,1,0,0,0,0,-22.2344,2.23,0.244,0.296,357,241,812,0.374,0.67,0.13,0.297,0.22,0.06,0.16,24,3.667,0.231,14.43,3,24,12,0,21,0,0.54,-0.54,"George Delrod","SS","PBE","0 - 1","George Delrod - SS","http://www.pbesim.com/players/player_94.html","Hitter"
100,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,4872,0,1243,1018,431,636,591,62,68,9,33,155,94,4,1,9,-2.1382,10.74,0,0,0,0,0,0,0,0,0,0,0,0,4.228,1.331,0.292,4.11,1.11,4.55,8.89,7.28,3.08,0.21,0.09,0.12,"Darnell Turner","P","PBE","62 - 68","Darnell Turner - P","http://www.pbesim.com/players/player_198.html","Pitcher"
100,270,3972,1213,734,4490,17596,1000,192,14,248,658,746,5,475,46,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2063,41.36,0.305,0.385,759,844,2177,0.548,0.933,0.243,0.32,0.16,0.11,0.05,0,0,0,0,0,0,0,0,0,0,0,0,"Vick Thunder","LF","PBE","0 - 0","Vick Thunder - LF","http://www.pbesim.com/players/player_270.html","Hitter"
100,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,6647,0,1547,1844,387,666,612,134,64,0,23,162,174,36,11,0,-5.4209,45.93,0,0,0,0,0,0,0,0,0,0,0,0,3.156,1.108,0.297,2.86,0.84,3.43,7.98,9.51,2,0.28,0.06,0.22,"Esteban Rodriguez","P","PBE","134 - 64","Esteban Rodriguez - P","http://www.pbesim.com/players/player_200.html","Pitcher"
100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,125,0,33,30,20,19,19,1,1,1,1,4,0,0,0,0,-0.0757,-0.22,0,0,0,0,0,0,0,0,0,0,0,0,5.516,1.71,0.315,4.78,1.16,5.52,9.58,8.71,5.81,0.24,0.16,0.08,"Cesar  Ellis","P","PBE","1 - 1","Cesar  Ellis - P","http://www.pbesim.com/players/player_6.html","Pitcher"
100,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,841,0,200,194,83,98,91,15,16,38,7,25,0,0,0,33,-1.1414,1.7,0,0,0,0,0,0,0,0,0,0,0,0,3.706,1.281,0.278,3.94,1.02,3.99,8.14,7.9,3.38,0.23,0.1,0.13,"Adam Squiggly","P","PBE","15 - 16","Adam Squiggly - P","http://www.pbesim.com/players/player_311.html","Pitcher"
100,7,23,8,4,27,107,28,1,0,0,3,0,1,4,0,0,0,1,8,0,3,1,7,8,8,0,0,0,1,0,0,0,0,0,-0.2403,0.04,0.348,0.444,7,4,9,0.391,0.835,0.043,0.421,0.15,0.15,0,72,10,0.375,22.1,0,72,27,9,63,0.12,0.88,-0.76,"Reggie Malone","LF","PBE","0 - 0","Reggie Malone - LF","http://www.pbesim.com/players/player_7.html","Hitter"
100,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,134,0,46,23,18,18,16,2,0,0,0,3,0,0,0,0,0.6115,-0.19,0,0,0,0,0,0,0,0,0,0,0,0,4.8,2.133,0.398,4.67,0.9,5.4,13.8,6.9,5.4,0.17,0.13,0.04,"Lisa -Ann-","P","PBE","2 - 0","Lisa -Ann- - P","http://www.pbesim.com/players/player_164.html","Pitcher"
100,313,54,8,20,58,227,24,1,0,2,3,6,0,2,0,0,2,2,10,0,4,0,2,1,1,0,1,0,0,0,0,0,0,0,-0.025,-0.17,0.148,0.207,5,3,15,0.278,0.485,0.13,0.188,0.34,0.03,0.31,4.5,3,0.4,6.1,0,4.5,18,0,9,0,0.2,-0.2,"Refugio Castro","C","PBE","0 - 1","Refugio Castro - C","http://www.pbesim.com/players/player_313.html","Hitter"
100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,744,0,220,129,58,106,96,7,15,0,3,20,15,3,2,0,1.27,2.26,0,0,0,0,0,0,0,0,0,0,0,0,4.721,1.519,0.334,4.06,0.98,5.21,10.82,6.34,2.85,0.17,0.08,0.09,"Benton MacKaye","P","PBE","7 - 15","Benton MacKaye - P","http://www.pbesim.com/players/player_100.html","Pitcher"
100,206,3954,1095,701,4470,17344,1000,178,38,61,585,378,375,409,19,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.0175,21.95,0.277,0.35,818,539,1532,0.387,0.737,0.11,0.322,0.16,0.09,0.07,0,0,0,0,0,0,0,0,0,0,0,0,"Kenny McCormick","SS","PBE","0 - 0","Kenny McCormick - SS","http://www.pbesim.com/players/player_206.html","Hitter"
100,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,471,0,129,77,48,75,67,5,8,0,5,19,4,0,0,0,-0.9103,0.11,0,0,0,0,0,0,0,0,0,0,0,0,4.983,1.463,0.289,5.06,1.41,5.58,9.6,5.73,3.57,0.16,0.1,0.06,"Chase Petten","P","PBE","5 - 8","Chase Petten - P","http://www.pbesim.com/players/player_394.html","Pitcher"
100,316,894,192,209,988,3604,259,22,5,11,72,75,13,75,2,7,6,2,16,0,8,4,9,7,7,0,0,0,0,2,0,0,0,0,-9.6802,-5.63,0.215,0.279,154,72,257,0.287,0.566,0.072,0.266,0.21,0.08,0.13,31.5,8.5,0.6,25.6,9,31.5,36,18,40.5,0.25,0.56,-0.31,"Jimmy  Caliburn ","LF","PBE","0 - 0","Jimmy  Caliburn  - LF","http://www.pbesim.com/players/player_316.html","Hitter"
100,209,608,173,107,675,2601,150,27,4,17,85,71,0,53,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.4088,0.28,0.285,0.348,125,91,259,0.426,0.774,0.141,0.319,0.16,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,"Constantine Armstrong II","CF","PBE","0 - 0","Constantine Armstrong II - CF","http://www.pbesim.com/players/player_209.html","Hitter"
100,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,580,0,165,94,58,91,86,5,13,0,5,26,13,1,0,0,-0.6387,0.05,0,0,0,0,0,0,0,0,0,0,0,0,5.23,1.507,0.299,5.29,1.58,5.53,10.03,5.72,3.53,0.16,0.1,0.06,"Peter Dawson","P","PBE","5 - 13","Peter Dawson - P","http://www.pbesim.com/players/player_396.html","Pitcher"
100,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493,5691,0,1338,1431,347,583,542,84,63,0,21,132,144,31,10,0,-2.1094,35.42,0,0,0,0,0,0,0,0,0,0,0,0,3.267,1.129,0.291,3.03,0.8,3.51,8.07,8.63,2.09,0.25,0.06,0.19,"Ernesto Castillo","P","PBE","84 - 63","Ernesto Castillo - P","http://www.pbesim.com/players/player_211.html","Pitcher"
100,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,84,0,25,15,9,12,11,1,0,0,2,1,0,0,0,0,-0.6006,0.17,0,0,0,0,0,0,0,0,0,0,0,0,4.714,1.619,0.343,3.58,0.43,5.14,10.71,6.43,3.86,0.18,0.11,0.07,"Michael Oxhard","P","PBE","1 - 0","Michael Oxhard - P","http://www.pbesim.com/players/player_319.html","Pitcher"
100,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,256,0,72,49,34,46,45,4,2,0,1,8,3,0,0,0,-0.7061,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,6.231,1.631,0.32,4.76,1.11,6.37,9.97,6.78,4.71,0.19,0.13,0.06,"Adrian Kaine","P","PBE","4 - 2","Adrian Kaine - P","http://www.pbesim.com/players/player_398.html","Pitcher"
100,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,0,19,17,15,15,12,0,1,0,2,1,0,0,0,0,-0.092,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,6.75,2.125,0.375,4.6,0.56,8.44,10.69,9.56,8.44,0.27,0.23,0.04,"Martinez Pedro","P","PBE","0 - 1","Martinez Pedro - P","http://www.pbesim.com/players/player_320.html","Pitcher"
100,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,120,0,27,33,15,19,17,3,4,1,0,3,0,0,0,0,-0.14,0.42,0,0,0,0,0,0,0,0,0,0,0,0,5.1,1.4,0.286,3.7,0.9,5.7,8.1,9.9,4.5,0.28,0.12,0.16,"J.A. Jabs","P","PBE","3 - 4","J.A. Jabs - P","http://www.pbesim.com/players/player_399.html","Pitcher"
100,321,1012,192,347,1110,4291,287,52,2,33,99,125,1,63,1,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6626,-4.54,0.19,0.254,105,89,347,0.343,0.597,0.153,0.248,0.31,0.06,0.25,0,0,0,0,0,0,0,0,0,0,0,0,"Toledo Jones","1B","PBE","0 - 0","Toledo Jones - 1B","http://www.pbesim.com/players/player_321.html","Hitter"
100,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,583,0,169,91,52,88,80,7,12,0,3,17,10,0,0,0,-0.9402,1.3,0,0,0,0,0,0,0,0,0,0,0,0,4.966,1.524,0.318,4.44,1.06,5.46,10.49,5.65,3.23,0.16,0.09,0.07,"Dafydd Davies","P","PBE","7 - 12","Dafydd Davies - P","http://www.pbesim.com/players/player_400.html","Pitcher"
100,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,1855,0,462,363,220,229,209,32,24,57,20,44,0,0,0,30,-0.5733,0.42,0,0,0,0,0,0,0,0,0,0,0,0,3.886,1.409,0.285,4.15,0.82,4.26,8.59,6.75,4.09,0.2,0.12,0.08,"Felipe Fernandez","P","PBE","32 - 24","Felipe Fernandez - P","http://www.pbesim.com/players/player_218.html","Pitcher"
100,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,477,0,122,71,48,58,53,5,9,0,3,14,11,0,0,0,0.0483,1.02,0,0,0,0,0,0,0,0,0,0,0,0,3.847,1.371,0.273,4.58,1.02,4.21,8.85,5.15,3.48,0.15,0.1,0.05,"Hayley MaConnell","P","PBE","5 - 9","Hayley MaConnell - P","http://www.pbesim.com/players/player_401.html","Pitcher"
100,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,986,0,298,195,92,139,133,23,25,22,5,21,0,0,0,9,-0.6502,1.9,0,0,0,0,0,0,0,0,0,0,0,0,5.008,1.632,0.357,3.77,0.79,5.23,11.22,7.34,3.46,0.2,0.09,0.11,"Keith Shields","P","PBE","23 - 25","Keith Shields - P","http://www.pbesim.com/players/player_220.html","Pitcher"
100,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,311,0,80,74,37,36,36,5,3,3,1,12,0,0,0,10,-0.5861,0.04,0,0,0,0,0,0,0,0,0,0,0,0,4.05,1.462,0.301,4.59,1.35,4.05,9,8.33,4.16,0.24,0.12,0.12,"John BIII","P","PBE","5 - 3","John BIII - P","http://www.pbesim.com/players/player_402.html","Pitcher"
100,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,0,16,8,6,8,8,1,0,0,0,3,0,0,0,0,0.1122,-0.35,0,0,0,0,0,0,0,0,0,0,0,0,7.2,2.2,0.382,7.2,2.7,7.2,14.4,7.2,5.4,0.18,0.13,0.05,"Peter Kotsay","P","PBE","1 - 0","Peter Kotsay - P","http://www.pbesim.com/players/player_325.html","Pitcher"
100,21,848,157,247,920,3367,246,43,4,12,71,61,0,54,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.6846,-4.92,0.185,0.242,98,60,244,0.288,0.53,0.103,0.244,0.27,0.06,0.21,0,0,0,0,0,0,0,0,0,0,0,0,"Sleve McDichael","RF","PBE","0 - 0","Sleve McDichael - RF","http://www.pbesim.com/players/player_21.html","Hitter"
